@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-11'

@attribute p_change_day0_to_day1 numeric
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062,2.105263,-3.184713,-2.966625,-4.711425,-3.412969
0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062,2.105263,-3.184713,-2.966625,-4.711425
0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062,2.105263,-3.184713,-2.966625
-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062,2.105263,-3.184713
-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062,2.105263
0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624,-0.902062
1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459,-2.080624
0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448,-3.718459
-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209,-5.103448
0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599,-5.087209
0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5,-5.053599
0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379,-5
0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945,-5.093379
0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746,-5.008945
0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873,-5.084746
-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921,-5.15873
0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493,-5.020921
-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325,-3.744493
0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819,-5.034325
2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902,-1.204819
-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854,0.243902
-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616,1.459854
1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639,-0.479616
0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471,2.409639
0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619,-1.176471
0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109,0.47619
-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882,0.7109
1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645,0.705882
2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0,0.233645
0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401,0
1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734,0.932401
-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224,-1.154734
0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0,-1.168224
0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844,0
0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0,1.41844
0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301,0
0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742,-0.699301
0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0,0.234742
0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192,0
1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0,0.234192
0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729,0
1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674,0.46729
1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788,0.697674
0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401,-0.923788
0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841,0.932401
0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0,-0.692841
1.030928,0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698,0
-1.632653,1.030928,0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466,2.790698
0,-1.632653,1.030928,0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431,-1.357466
-0.829876,0,-1.632653,1.030928,0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037,-0.917431
0,-0.829876,0,-1.632653,1.030928,0,0,0,1.041667,1.479915,0,1.284797,0,0.646552,0,0.215983,0.87146,0,0,-0.433839,1.766004,0,2.488688,1.376147,-1.801802,0,0.225734,0.911162,1.62037
0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001,0,0,1.111111,0,-3.456496
0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001,0,0,1.111111,0
0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001,0,0,1.111111
-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001,0,0
0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001,0
-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0,1.221001
0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391,0
-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0,-0.844391
-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526,0
-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0,-4.744526
0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139,0
-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0,-1.277139
-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393,0
0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0,-1.552393
-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703,0
-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0,0.65703
0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548,0
-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0,-0.130548
-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471,0
0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0,-1.176471
1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402,0
1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0,-2.116402
0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811,0
0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0,-0.810811
0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597,0
0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0,-2.043597
0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231,0
0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0,-2.086231
-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045,0
-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0,0.142045
0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787,0
1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0,-3.829787
0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236,0
-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0,-2.80236
0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706,0
-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385,-1.365706
0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994,-0.615385
2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0,-0.773994
0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081,0
1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414,-2.028081
0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0,-0.955414
2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717,0
0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588,-1.607717
2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0,-1.470588
0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962,0
-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329,-5.140962
0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0,-3.671329
1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417,0
0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326,1.270417
2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0,1.971326
2.347418,2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0,0
0,2.347418,2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0,0
1.223242,0,2.347418,2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988,0
0,1.223242,0,2.347418,2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356,0.702988
1.963746,0,1.223242,0,2.347418,2.733119,0,1.302932,0,-0.162602,0,2.671119,0,2.920962,0,1.570681,0,2.139037,0,-0.531915,0,-1.225919,0,1.601423,0,-0.17762,-2.256944,0,0.52356
