@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
U,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839,-1.880099,-0.913884,-1.523018,0.452017,1.625442
U,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839,-1.880099,-0.913884,-1.523018,0.452017
U,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839,-1.880099,-0.913884,-1.523018
U,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839,-1.880099,-0.913884
U,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839,-1.880099
U,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487,-0.433839
D,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907,0.290487
D,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575,0.687907
D,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618,0.21575
D,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066,-0.717618
U,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523,-1.048066
U,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967,0.36523
U,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852,-2.328967
D,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594,2.868852
U,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957,0.760594
D,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855,-2.659957
D,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107,0.073855
D,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582,0.701107
U,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714,0.659582
U,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613,-1.237714
U,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571,0.626613
D,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565,1.428571
U,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112,-1.444565
D,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801,-2.455112
U,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927,-1.314801
U,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078,-0.532927
U,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196,1.569078
U,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033,1.620196
U,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451,0.63033
D,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651,2.284451
D,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385,4.142651
U,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009,4.946385
U,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763,4.911009
U,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321,1.790763
U,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022,-4.04321
U,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381,-2.348022
U,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552,-0.329381
D,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141,-3.205552
D,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372,0.034141
D,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042,0.887372
U,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631,2.571042
U,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085,-0.659631
U,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903,3.12085
D,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552,-3.766903
D,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132,-2.241552
U,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711,-0.787132
D,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555,1.862711
D,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395,1.354555
D,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054,1.169395
U,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398,-1.387054
U,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615,1.942398
D,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733,-1.412615
U,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496,0.799733
D,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154,3.140496
D,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913,2.596154
U,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764,4.279913
U,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391,3.025764
U,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482,-0.145391
U,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268,-0.116482
U,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5,4.956268
D,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688,5
D,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317,2.830688
D,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489,0.64317
D,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125,2.249489
D,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909,3.125
D,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805,-1.890909
D,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029,-1.803805
D,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998,-2.466029
D,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804,0.257998
D,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506,1.466804
D,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326,0.35506
D,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987,-0.30326
D,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535,-1.089987
D,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113,0.307535
U,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401,-1.354113
U,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529,-0.673401
U,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535,-0.182529
D,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227,1.384535
D,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046,1.520227
U,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621,-0.203046
D,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349,0.330621
D,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398,-0.025349
U,-0.578481,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151,-2.028398
U,0.310318,-0.578481,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473,2.769151
U,4.331013,0.310318,-0.578481,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859,3.651473
U,3.372869,4.331013,0.310318,-0.578481,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762,5.004859
U,0.250986,3.372869,4.331013,0.310318,-0.578481,-1.106026,2.26209,-0.773994,-0.538876,3.464755,2.197802,0.408664,-4.11442,-3.915663,-3.55846,-2.340426,-4.600812,-5.012853,-5.006105,-5.015947,-5.012393,-5.022234,-5.018634,-5.00354,-5,-2.364273,0.972591,4.673762
